date,rainfall,max_temp,min_temp,rel_humidity,wind_speed,wind _direction
11/11/2007,0,34,24.4,68,2,0
11/12/2007,0,32.5,24.1,71,0,0
11/13/2007,0,31.5,24.2,68,4,180
11/14/2007,0,32,24.9,68,0,0
11/15/2007,0,32.7,25.3,74,3,180
11/16/2007,0,32.3,22.5,72,0,0
11/17/2007,0,32.8,22.8,74,0,180
11/18/2007,11.7,32.7,23.8,74,0,0
11/19/2007,0,33.8,24.2,63,0,0
11/20/2007,0,32.8,24.3,59,0,0
11/21/2007,0,33.7,25,58,0,0
11/22/2007,0,34.4,23.2,62,0,0
11/23/2007,0,33.7,23.7,66,0,0
11/24/2007,0,33.6,23.4,74,0,0
11/25/2007,0,34,24.4,69,0,0
11/26/2007,0,34,24.5,66,0,0
11/27/2007,0,34.5,24.7,71,0,0
11/28/2007,0,35.6,24.8,66,3,0
11/29/2007,0,33,24.6,71,0,0
11/30/2007,0,34,24.3,73,4,270
12/1/2007,0,33,25.2,65,3,0
12/2/2007,0,34.2,25,75,4,180
12/3/2007,0,33,24.7,77,5,190
12/4/2007,0,34,25,66,0,200
12/5/2007,0,35,24.2,54,0,150
12/6/2007,0,34,24.2,51,0,0
12/7/2007,0,32,24.3,63,4,0
12/8/2007,0,34,23.7,69,0,0
12/9/2007,0,33,22.5,59,0,200
12/10/2007,0,33,23.6,58,0,0
12/11/2007,0,35,23,53,0,0
12/12/2007,0,30,23.6,61,0,0
12/13/2007,0,36,22.7,74,0,0
12/14/2007,0,34,22.6,74,0,0
12/16/2007,0,35,24.7,75,3,0
12/17/2007,0,35,24.5,73,0,0
12/18/2007,0,35,24.1,75,0,270
12/19/2007,0,35,25,72,2,0
12/20/2007,0,35,24.4,75,4,0
12/21/2007,0,36,24.4,75,4,180
12/22/2007,0,34,23.8,70,4,360
12/23/2007,0,35,19.3,72,3,360
12/24/2007,0,35,25,69,0,290
12/25/2007,0,34,25,68,3,300
12/26/2007,0,34,25,65,4,0
12/27/2007,0,34,25,65,0,360
12/28/2007,0,34,25,71,0,320
12/29/2007,0,34,22,74,7,0
12/30/2007,0,34,20,57,0,0
12/31/2007,0,35,20,55,12,190
1/1/2008,0,35.3,24.5,55,5,310
1/2/2008,0,34.4,24.9,55,0,0
1/3/2008,0,34,25.2,51,0,0
1/4/2008,0,34.9,24.5,61,0,0
1/5/2008,0,35,24.5,51,0,0
1/6/2008,0,35.1,24,60,6,220
1/7/2008,0,34.9,24.6,62,12,360
1/8/2008,0,34.2,22.5,67,14,330
1/9/2008,0,33.4,22,47,7,350
1/10/2008,0,33.5,21.5,53,2,360
1/11/2008,0,33.8,21.6,57,2,60
1/12/2008,0,33.3,23.7,54,2,330
1/13/2008,0,34,24.4,36,4,270
1/14/2008,0,34.5,25.2,37,0,0
1/15/2008,0,33.2,23.6,64,6,340
1/16/2008,0.3,34.3,23.1,67,4,310
1/17/2008,0,34.3,25,48,2,160
1/18/2008,0,34.2,24.9,48,2,340
1/19/2008,0,34.4,22.1,45,4,330
1/20/2008,0,34.6,23.5,50,2,340
1/21/2008,0,34.7,18.5,42,12,20
1/22/2008,0,35.2,16.9,48,15,360
1/23/2008,0,35.7,17.3,73,3,360
1/24/2008,0,36.2,17,88,2,350
1/25/2008,0,36.5,18.1,89,5,350
1/26/2008,0,35.2,18.3,88,10,30
1/27/2008,0,35.6,18.2,89,12,310
1/28/2008,0,36,18.2,85,6,60
1/29/2008,0,36.5,18.2,88,6,70
1/30/2008,0,36,19.6,83,6,40
1/31/2008,0,36.5,19.5,86,6,10
2/1/2008,0,36,19.1,72,6,70
2/2/2008,0,36.6,20.2,72,5,60
2/3/2008,0,35.5,23.7,74,0,0
2/4/2008,0,35.6,23.9,74,4,200
2/5/2008,0,35.5,24,69,3,180
2/6/2008,0,37.1,24.5,72,0,0
2/7/2008,0,36.1,25,71,5,150
2/8/2008,0,37.5,25.5,76,2,230
2/9/2008,0,36.8,25.3,74,0,0
2/10/2008,0,37.6,23.3,74,0,0
2/11/2008,0,36.3,25,68,6,340
2/12/2008,0,37.9,25.5,70,5,270
2/13/2008,0,38.1,25.5,57,5,320
2/14/2008,0,37.6,21,40,0,0
2/15/2008,0,37,23.5,61,2,340
2/16/2008,0,36.7,24.5,72,14,340
2/17/2008,0,37.6,24.8,72,2,350
2/18/2008,0,38.1,24.8,71,0,0
2/19/2008,0,37.2,23.3,68,0,0
2/20/2008,0,37,24.4,70,6,360
2/21/2008,0,36.5,22.3,77,7,360
2/22/2008,0,37.7,22,74,5,350
2/23/2008,0,38.1,22.5,60,2,340
2/24/2008,0,37.2,24.5,69,0,0
2/25/2008,0,36.1,25.5,70,5,190
2/26/2008,2.6,36.5,25.5,72,6,180
2/27/2008,0,37.5,22.4,66,0,0
2/28/2008,0,36.8,25.4,71,8,240
2/29/2008,0,35.6,23,70,3,330
3/1/2008,0,36.7,24.9,66,11,0
3/2/2008,0,36.5,25.4,67,7,270
3/3/2008,0,37.2,23.2,68,17,160
3/4/2008,0,37.8,22.7,65,12,270
3/5/2008,0,36.6,24.6,70,13,170
3/6/2008,1.9,35.4,25,77,14,170
3/7/2008,0,37.4,24.9,65,0,200
3/8/2008,0,37.7,22.9,69,0,0
3/9/2008,0.7,36.2,25.6,69,13,180
3/10/2008,0,33.2,23.9,68,7,180
3/11/2008,0,36,22.5,71,14,190
3/12/2008,2.1,36.5,22.4,65,0,180
3/13/2008,0,35.5,23,69,8,0
3/14/2008,0,34.8,23.5,67,10,0
3/15/2008,0,37.3,24.2,70,12,190
3/16/2008,0,35.9,25.2,68,13,190
3/17/2008,6.299999999,36.4,24.5,73,16,180
3/18/2008,0,34.4,23.6,84,12,260
3/19/2008,0,35.4,25.2,68,0,230
3/20/2008,0,35,22.8,69,10,200
3/21/2008,0,35.8,24.6,74,8,180
3/22/2008,2.1,35.2,25.2,71,10,180
3/23/2008,0,36,25.4,74,18,240
3/24/2008,8.5,37.2,24.5,74,0,230
3/25/2008,6.199999999,35.6,21.6,78,14,340
3/26/2008,0,34.7,25,77,8,0
3/27/2008,0,35.3,25.1,74,13,170
3/28/2008,0,36.8,23.2,72,13,180
3/29/2008,0,35.7,24.5,83,14,0
3/30/2008,0,36.7,25.7,76,13,200
3/31/2008,0,36.8,23.5,74,10,180
4/1/2008,1.7,35.9,25,76,3,270
4/2/2008,0.4,35.7,22.6,73,3,180
4/3/2008,0,34.5,24.5,77,0,0
4/4/2008,0,34.5,23.5,73,6,230
4/5/2008,0,33.7,22.6,66,4,230
4/6/2008,1,32.5,24.5,87,0,0
4/7/2008,0,34.7,23.8,73,4,50
4/8/2008,0,33.1,23.4,75,4,180
4/9/2008,0,34.5,25.1,75,4,270
4/10/2008,0,36.2,24.6,78,0,0
4/11/2008,0,37.4,25.5,72,0,0
4/12/2008,0,37.6,25.3,72,4,230
4/13/2008,12.4,36.2,23.2,71,5,200
4/14/2008,0.2,36,25.5,76,2,160
4/15/2008,0,34.6,24.1,75,4,180
4/16/2008,0,35.6,24.5,75,6,230
4/17/2008,0,36.6,21.8,70,6,230
4/18/2008,0,30.8,22.4,69,8,140
4/19/2008,0,31.2,22.5,72,2,350
4/20/2008,0,36,24.9,72,6,180
4/21/2008,0,36,25.9,81,3,160
4/22/2008,0,35.5,25.8,71,4,250
4/23/2008,0,36.8,23,71,5,230
4/24/2008,4.6,37,25.5,72,2,180
4/25/2008,0,36.9,20.9,87,2,190
4/26/2008,31.9,34.7,24.6,79,4,180
4/27/2008,0,36.3,24,73,12,360
4/28/2008,5.899999999,28,23.5,77,6,230
4/29/2008,0,32.5,23.2,75,4,240
4/30/2008,21.5,32.5,24.5,77,4,180
5/1/2008,0,33.6,23.3,78,3,210
5/2/2008,60,32.7,25.4,73,4,170
5/3/2008,0,35.8,23.5,76,5,260
5/4/2008,0,32.5,25.4,83,6,230
5/5/2008,0.8,34.5,25.3,77,8,260
5/6/2008,4.5,34.6,25.2,92,0,0
5/7/2008,0,34.3,22.9,82,0,0
5/8/2008,1.7,33.7,24.5,78,2,180
5/9/2008,0,33.3,21.8,77,2,180
5/10/2008,1.1,33.7,25.1,91,4,200
5/11/2008,16.3,33.4,22.6,82,0,0
5/12/2008,0,33.4,23,88,5,270
5/13/2008,0.3,29.7,23.1,79,6,230
5/14/2008,0,34.5,22.6,86,0,0
5/15/2008,5.699999999,33.9,23.9,84,8,180
5/16/2008,0,31.9,25.7,78,6,240
5/17/2008,0,35.2,25.5,80,5,230
5/18/2008,0,32.4,25.4,77,0,0
5/19/2008,0,31.4,21.8,78,8,120
5/20/2008,0,29.7,22.5,89,3,170
5/21/2008,0,34.3,25.1,83,4,200
5/22/2008,0,33.5,21.6,78,2,160
5/23/2008,0,33.8,24.9,83,4,180
5/24/2008,2.1,34.9,24,80,4,170
5/25/2008,0.3,32.8,23.8,78,2,180
5/26/2008,0,32.9,25.2,93,0,0
5/27/2008,27.8,33.2,20.7,82,4,200
5/28/2008,11.3,33.9,22.8,77,5,200
5/29/2008,1.5,31.8,22.6,85,0,0
5/30/2008,2,33.6,22.1,79,4,290
5/31/2008,0,32.8,22.2,86,0,0
6/2/2008,0,32.4,22.8,98,3,200
6/3/2008,0,33.7,25,89,4,170
6/4/2008,14.2,33.6,25,87,8,90
6/5/2008,0,29.2,22.1,91,2,240
6/6/2008,0,28.4,22.6,92,3,270
6/7/2008,5.1,33,24.6,96,3,160
6/8/2008,2,28,24.7,90,0,0
6/9/2008,0,31.8,24.5,89,10,160
6/10/2008,0,31.5,21.1,89,0,0
6/11/2008,0,32.8,23.1,87,4,170
6/12/2008,0,31,24.9,95,6,240
6/13/2008,2.699999999,32.6,24.5,90,6,250
6/14/2008,1,32.8,23.3,91,3,180
6/15/2008,0,31,22,90,2,170
6/16/2008,15.3,28.8,24.5,89,4,190
6/17/2008,0.4,31.4,23.5,95,4,200
6/18/2008,0.2,30.4,21.5,87,7,200
6/19/2008,25.7,31.4,20.6,90,5,230
6/20/2008,11.1,29.4,21.5,93,5,240
6/21/2008,0,32.7,23.1,89,4,180
6/22/2008,65.89999998,32.7,23.3,92,4,170
6/23/2008,0.8,31.6,23.2,89,4,280
6/24/2008,4,29,24.2,91,4,170
6/25/2008,43.89999999,30.4,23.7,86,3,210
6/26/2008,0.2,28.4,23.6,87,2,180
6/27/2008,54.5,30.5,23.9,86,6,180
6/28/2008,1,31.6,24.2,96,2,260
6/29/2008,0,31.4,24,97,4,270
6/30/2008,2.6,29.8,24.1,86,0,0
7/1/2008,9.399999999,32.7,24.2,95,2,250
7/2/2008,8.699999999,31.4,23.4,99,0,0
7/3/2008,3.399999999,30,23.7,85,0,0
7/4/2008,4.299999999,33.2,24.3,92,0,0
7/5/2008,6.399999999,30.7,20.6,95,5,230
7/6/2008,0,33,24,88,4,240
7/7/2008,0,30,23.2,92,6,270
7/8/2008,0,28.2,22.6,96,5,240
7/9/2008,0,29.3,22.8,91,3,250
7/10/2008,57.59999999,28.4,22.7,88,2,180
7/11/2008,0,28,22.6,86,0,0
7/12/2008,0,31.7,24.3,89,2,190
7/13/2008,0,32.5,23.7,92,6,230
7/14/2008,0,30,23.2,92,4,220
7/15/2008,13.1,31.6,23.5,92,8,230
7/16/2008,0.3,30.6,21,95,4,90
7/17/2008,1.1,28.2,22.5,90,0,0
7/18/2008,1,29.7,24.6,91,4,190
7/19/2008,0.4,29.8,21.3,90,0,0
7/20/2008,0.1,27.4,23.2,92,6,160
7/21/2008,0,29.7,23.1,95,4,230
7/22/2008,0,30.2,24.5,91,5,240
7/23/2008,4,32,22.1,94,2,240
7/24/2008,0.1,31.3,23.1,88,4,180
7/25/2008,18.3,30.5,21.7,96,2,190
7/26/2008,30.3,31.5,23.6,100,4,180
7/27/2008,0,30.8,23.5,98,3,200
7/28/2008,0,27.8,24,92,3,200
7/29/2008,0,27.7,24.6,92,0,0
7/30/2008,19.9,30.8,24.9,90,4,240
7/31/2008,0.2,32,24.4,88,0,0
8/1/2008,0.9,27.9,24,83,2,170
8/2/2008,5.299999999,27.9,22.8,80,0,0
8/3/2008,0,29.3,23.3,90,6,200
8/4/2008,62.09999999,29.9,24.1,88,4,220
8/5/2008,13.3,27.8,24.8,85,4,220
8/6/2008,2.899999999,31.1,24.4,84,2,180
8/7/2008,8.699999999,30,23.4,82,5,180
8/8/2008,0,29.2,23.2,91,4,180
8/9/2008,0,30.8,22.6,91,0,0
8/10/2008,0,26.3,22.9,95,5,220
8/11/2008,0,31.4,22.3,86,5,230
8/12/2008,64.59999999,32,22.6,89,2,170
8/13/2008,13,30.2,23.9,94,2,180
8/14/2008,0,28,24.4,92,6,180
8/15/2008,0.6,29.3,22.8,89,5,180
8/16/2008,16.7,29.2,23.4,86,5,230
8/17/2008,0,29,23.2,86,0,0
8/18/2008,0,28,22.7,84,0,0
8/19/2008,36,27.7,22.6,85,4,200
8/20/2008,0.3,31,23.2,90,6,180
8/21/2008,0,30.6,23.9,89,0,0
8/22/2008,49.39999999,30.7,23.2,85,4,220
8/23/2008,0.2,31,24.1,88,4,230
8/24/2008,4,28.8,24,89,5,190
8/25/2008,1.5,31.2,23.1,86,0,0
8/26/2008,0.1,30.3,22.3,85,5,220
8/27/2008,0,30.9,23.7,85,5,180
8/28/2008,26.2,30.7,24.1,87,5,250
8/29/2008,34,31.4,23,83,9,190
8/30/2008,0.4,32.9,23,86,10,230
8/31/2008,0,29.5,23,95,2,170
9/1/2008,31.4,30.2,22.9,97,3,180
9/2/2008,0,28,23.7,85,4,200
9/3/2008,0.2,31.1,22.6,90,5,200
9/4/2008,0,26.2,23.3,88,0,0
9/5/2008,0,30.7,23.4,98,5,270
9/6/2008,0,28.6,22.6,93,5,240
9/7/2008,6.899999999,30.4,23.7,84,6,180
9/8/2008,19.59999999,30.2,24.2,83,10,230
9/9/2008,0,31.2,24.1,92,4,200
9/10/2008,16,31.8,24.8,91,0,0
9/11/2008,0,32.2,24.3,83,5,270
9/12/2008,12.3,31.6,23.5,78,0,0
9/13/2008,0,27,23,81,6,170
9/14/2008,0,30.5,23,82,6,180
9/15/2008,9.399999999,31.2,24,83,0,0
9/16/2008,11.1,29.8,24.1,91,0,0
9/17/2008,25.3,29.4,22,85,4,230
9/18/2008,0,31.6,24.4,94,0,0
9/19/2008,0,33.4,19.4,85,10,40
9/20/2008,2,28.2,23.6,89,8,170
9/21/2008,0,29.5,24.3,85,0,0
9/22/2008,0,32.7,25,86,2,200
9/23/2008,0.4,30.1,21.6,90,6,230
9/24/2008,0,29,24,88,2,180
9/25/2008,0,31,24.4,92,6,170
9/26/2008,0,31,24.3,84,2,180
9/27/2008,0,31.5,24.2,83,6,180
9/28/2008,0,31.7,22.7,89,5,360
9/29/2008,0,31.4,23.2,79,5,270
9/30/2008,37.69999999,29,24,79,4,230
10/1/2008,6,31.4,25,80,4,240
10/2/2008,0,30.5,23.6,82,4,250
10/3/2008,0.2,32.6,22.1,75,4,210
10/4/2008,0,32.1,23.2,81,0,0
10/5/2008,0,31.3,22.9,89,5,250
10/6/2008,0,32.4,25,86,4,240
10/7/2008,0,32.2,23.3,86,2,220
10/8/2008,0,26.5,22.4,89,3,190
10/9/2008,0,32.3,22.5,94,5,320
10/10/2008,0,30,23.7,85,5,180
10/11/2008,0,32.2,23.9,80,5,260
10/12/2008,0.2,32,23.8,78,0,0
10/13/2008,0,28,23.9,89,6,190
10/14/2008,0,31.9,23.2,83,0,0
10/15/2008,0,32.4,24.9,80,4,220
10/16/2008,0,33,23.5,80,0,0
10/17/2008,0,32.4,24.6,80,0,0
10/18/2008,0,33.4,23.9,86,0,0
10/19/2008,0,32.6,23.9,88,4,160
10/20/2008,0,32,25,85,4,180
10/21/2008,0,31.2,24.3,84,3,210
10/22/2008,0,32.9,25.4,80,8,170
10/23/2008,0,33.3,24,88,5,270
10/24/2008,0,30.6,22.3,76,0,0
10/25/2008,0,32.4,24.5,82,3,240
10/26/2008,0,32.5,24.6,82,4,210
10/27/2008,0,33,25.2,85,2,180
10/28/2008,0,33,24.9,87,4,180
10/29/2008,0,32,23.6,82,0,0
10/30/2008,0,33.2,23.5,78,0,0
10/31/2008,0,32,23.9,82,4,260
11/1/2008,0,32.2,24,78,0,0
11/2/2008,0,33.2,22.7,77,2,170
11/3/2008,0,32.6,24.3,77,4,180
11/4/2008,0,33.5,24.6,75,4,180
11/5/2008,0,34,24.6,79,0,0
11/6/2008,7.899999999,35.7,24.2,77,5,270
11/7/2008,0,33.6,24.6,81,8,210
11/8/2008,0,33.7,23.9,77,8,180
11/9/2008,0,33.5,23,81,4,180
11/10/2008,0,31.9,24.2,85,4,250
11/11/2008,0,33.6,23.3,89,0,0
11/12/2008,0,33,24.4,81,4,260
11/13/2008,0,33.1,24,78,3,230
11/14/2008,0,32.2,24.3,83,6,270
11/15/2008,0,32,24.9,88,6,280
11/16/2008,0,35.4,25,78,4,140
11/17/2008,0,33,25.5,77,0,0
11/18/2008,0,34.7,25.2,81,3,260
11/19/2008,0,33,24.1,83,4,200
11/20/2008,0,32.6,24,81,6,180
11/21/2008,0,33,23.6,82,4,180
11/22/2008,0,35.4,25.1,77,0,0
11/23/2008,0,35.4,25,81,0,0
11/24/2008,0,35.6,25.6,84,3,270
11/25/2008,0,34.1,25.4,83,3,220
11/26/2008,0,35.2,24.6,88,4,290
11/27/2008,0,34.8,24.1,84,3,180
11/28/2008,0,34.6,25.8,80,0,0
11/29/2008,0,35.6,25.6,84,0,0
11/30/2008,0,35.7,26,80,2,160
12/1/2008,0,35,25,80,4,180
12/2/2008,0,35,25.9,75,5,170
12/3/2008,0,35.8,25.5,74,4,180
12/4/2008,0,35.2,24.6,85,6,180
12/5/2008,0,32,24.6,74,4,170
12/6/2008,0,34,24.6,76,6,180
12/7/2008,0,33,22.9,80,0,0
12/8/2008,0,30.6,23.2,80,0,0
12/9/2008,0,29.5,24.4,82,3,230
12/10/2008,0,33.1,24.1,80,0,0
12/11/2008,0,33.7,23.5,82,5,190
12/12/2008,0,34.2,24.1,80,4,160
12/13/2008,0,34.3,25,79,0,0
12/14/2008,0,35.1,25,79,2,180
12/15/2008,0,32.5,25.2,78,3,260
12/16/2008,0,34.7,25,77,2,160
12/17/2008,0,34.5,25.2,75,3,170
12/18/2008,0,34,24,74,4,200
12/19/2008,0,35.1,25.1,74,3,200
12/20/2008,0,35,25.6,71,4,190
12/21/2008,0,34.1,24.6,62,3,290
12/22/2008,0,35.5,24.1,63,2,240
12/23/2008,0,35.7,25.2,54,5,290
12/24/2008,0,35.3,19.6,62,6,290
12/25/2008,0,36.9,19.6,68,6,270
12/26/2008,0,35,19.5,69,3,300
12/27/2008,0,32.6,22,65,6,280
12/28/2008,0,34.8,22.8,69,4,300
12/29/2008,0,35,23.4,77,2,330
12/30/2008,0,35,23.7,79,3,350
12/31/2008,0,35.1,24,84,0,0
1/1/2009,0,35.4,25.2,70,2,200
1/2/2009,0,33.7,21.6,65,4,200
1/3/2009,0,34.1,21.5,60,2,100
1/4/2009,0,34.7,21.3,68,3,200
1/5/2009,0,34.2,21.2,79,4,310
1/6/2009,0,35.3,23.4,83,4,260
1/7/2009,0,35,24.6,57,4,160
1/8/2009,0,35.3,24.9,46,3,200
1/9/2009,0,34,24.3,43,2,180
1/10/2009,0,34.5,24.2,49,3,150
1/11/2009,0,34.2,24.7,58,2,170
1/12/2009,0,31,25.4,82,6,170
1/13/2009,0,34,25.2,80,2,310
1/14/2009,0,36.6,25.3,76,0,0
1/15/2009,0,37.1,25.2,76,6,270
1/16/2009,0,34.8,25,78,0,0
1/17/2009,0,35,26,67,0,0
1/18/2009,0,35.6,25.3,50,2,160
1/19/2009,0,36.8,25.3,51,3,190
1/20/2009,0,34.8,25,52,2,290
1/21/2009,0,35.2,25.5,37,10,280
1/22/2009,0,35.3,25,45,12,360
1/23/2009,0,35.5,24.5,52,12,350
1/24/2009,0,36,22.4,51,6,140
1/25/2009,0,35,23.8,50,5,90
1/26/2009,0,33.5,23.5,41,0,0
1/27/2009,0,35.2,24,53,0,0
1/28/2009,0,35,24.9,36,3,230
1/29/2009,0,36.8,24.5,43,6,180
1/30/2009,0,33.8,25.9,39,2,200
1/31/2009,0,34.1,23.1,33,0,0
2/1/2009,0,36,21.6,40,5,230
2/2/2009,0,37,24.6,44,5,170
2/3/2009,0,35.6,25.4,64,6,270
2/4/2009,0,36.3,25.5,70,2,180
2/5/2009,0,37,25.5,73,4,190
2/6/2009,0,38,25.5,71,3,180
2/7/2009,0,37.1,25.5,72,5,250
2/8/2009,0,36.8,25,67,5,200
2/9/2009,0,33.4,25.5,70,0,0
2/10/2009,0.5,36.8,22.4,69,3,170
2/11/2009,0,35.8,24.1,72,2,180
2/12/2009,0,36.9,25,72,4,180
2/13/2009,0,36.4,26,67,6,180
2/14/2009,0,35.2,22.9,60,4,230
2/15/2009,0,31.3,21.9,66,3,180
2/16/2009,0,34.9,24.6,49,6,150
2/17/2009,0,34.5,22.8,47,3,180
2/18/2009,0,35.8,25,59,0,0
2/19/2009,0,35.7,24.6,56,2,170
2/20/2009,0,36.7,25,41,3,180
2/21/2009,0,36.4,25.2,39,7,180
2/22/2009,0,34.3,25,35,3,180
2/23/2009,0,37.3,24.3,39,4,150
2/24/2009,0,36.9,24.6,65,5,190
2/25/2009,0,36.5,23.7,68,2,180
2/26/2009,13.8,37.1,26.2,75,2,270
2/27/2009,0,35.8,25.1,65,2,190
2/28/2009,0,35.6,25.4,71,3,180
3/1/2009,0,35.6,25.5,66,0,0
3/2/2009,0,35.2,26.7,74,3,0
3/3/2009,0,32,26.6,73,3,220
3/4/2009,0,35.2,26.5,67,5,230
3/5/2009,0,36.3,26.5,72,0,250
3/6/2009,0,37.6,26.5,74,0,0
3/7/2009,0,36.6,26.5,70,5,0
3/8/2009,0,36.9,22.5,72,2,150
3/9/2009,2.9,36.7,23.8,69,7,170
3/10/2009,3.3,35.8,25.4,78,5,160
3/11/2009,0,35.3,25.9,71,4,150
3/12/2009,0,35,26.6,71,5,190
3/13/2009,0,35.7,25,77,0,240
3/14/2009,0,32,25.5,70,2,0
3/15/2009,3.3,35,21.1,69,2,40
3/16/2009,0,35,24.6,75,6,160
3/17/2009,0,33.4,24.6,70,4,180
3/18/2009,0,34.5,25,84,5,170
3/19/2009,0,35.2,23,72,0,150
3/20/2009,0,33.9,25.6,75,2,0
3/21/2009,0,36.3,25.5,72,2,170
3/22/2009,0,36,25.9,73,2,190
3/23/2009,0,35.9,26.2,85,2,190
3/24/2009,0,35.6,26.3,68,7,160
3/25/2009,5.4,35.9,25.9,74,6,190
3/26/2009,0,35,26.5,78,4,180
3/27/2009,0,35,26.3,75,7,260
3/28/2009,0,37.1,25.1,75,4,190
3/29/2009,8.9,36.1,26.5,76,3,260
3/30/2009,0,34,25,74,0,220
3/31/2009,0,36,25.7,72,3,0
4/1/2009,0,35.5,25.2,77,2,180
4/2/2009,0,36,21.9,77,7,200
4/3/2009,0,37.2,25.5,76,10,170
4/4/2009,0,36.7,23,78,2,200
4/5/2009,2.8,36.7,25.8,79,0,200
4/6/2009,0,32.7,25.8,77,4,0
4/7/2009,0,36.4,23.9,76,2,250
4/8/2009,45.8,37.4,24.5,80,4,160
4/9/2009,0.4,29.8,24.4,76,4,170
4/10/2009,0,34,24,75,6,170
4/11/2009,0,34.4,25.6,69,3,160
4/12/2009,0,35,22,71,0,180
4/13/2009,29.9,34.1,23.9,71,0,0
4/14/2009,0,28.8,25.6,80,4,0
4/15/2009,34.6,35,24.9,79,0,280
4/16/2009,0,35.6,23.8,73,8,0
4/17/2009,0,29.1,25.1,76,5,180
4/18/2009,59.4,33.5,22,84,7,180
4/19/2009,0,33,25.5,79,3,170
4/20/2009,0,32.7,25.9,71,6,210
4/21/2009,0,34.7,22.3,71,0,150
4/22/2009,14.8,34.2,22.4,72,0,0
4/23/2009,0,30,23.8,74,6,0
4/24/2009,0,34.7,26,73,0,350
4/25/2009,18.2,28.4,25.6,71,2,0
4/26/2009,7.2,33.5,24.5,76,4,180
4/27/2009,11.2,33,25.8,72,4,170
4/28/2009,0,31.7,25.6,80,5,200
4/29/2009,0,32.6,25,83,5,180
4/30/2009,11.8,33.7,26,84,0,260
5/1/2009,0,34,24.9,79,0,0
5/2/2009,0,34,22.2,83,3,0
5/3/2009,0,34.3,25.6,82,6,200
5/4/2009,55.1,32.7,23.4,83,4,190
5/5/2009,2.9,33.6,24.8,75,0,170
5/6/2009,64.8,29,23.1,72,5,0
5/7/2009,13.3,29.7,24.1,76,5,130
5/8/2009,0,33.3,23.8,77,5,230
5/9/2009,36.5,33,23,81,0,150
5/10/2009,20.1,31.4,25.1,74,2,0
5/11/2009,2.5,31.6,24.9,74,2,270
5/12/2009,0,33.2,24,89,6,180
5/13/2009,0,33.1,24,79,0,190
5/14/2009,37.6,33.7,24.2,83,5,0
5/15/2009,0,32.6,25.1,77,0,150
5/16/2009,0,31.8,23.1,74,0,0
5/17/2009,0,34,25.6,83,4,0
5/18/2009,0,33.5,22.5,80,0,210
5/19/2009,0,34.6,22.4,86,4,0
5/20/2009,0,30.7,24.2,80,6,180
5/21/2009,3.1,32.5,24.5,85,3,170
5/22/2009,0,32.9,26,80,0,180
5/23/2009,0,33.1,25.8,75,0,0
5/24/2009,6.1,34.3,23.5,77,0,0
5/25/2009,3,35.5,22.8,80,0,0
5/26/2009,0,33,25,82,2,0
5/27/2009,0,32.5,25,80,2,180
5/28/2009,0,33.4,26,78,4,180
5/29/2009,16.6,33.7,22.4,91,0,180
5/30/2009,0,33.5,24.2,78,3,0
5/31/2009,0,30.2,22.8,79,5,200
6/2/2009,0.5,33.1,24,81,4,230
6/3/2009,0,33,25.4,93,5,240
6/4/2009,0,33.5,22,94,2,200
6/5/2009,0,33.6,23.7,95,6,170
6/6/2009,23.8,32.4,23.6,96,6,190
6/7/2009,1.2,32.8,22.4,98,3,180
6/8/2009,0,32.4,25,98,5,180
6/9/2009,3.3,33.3,25.4,98,5,200
6/10/2009,0,32.7,25.2,93,0,260
6/11/2009,12.8,33.4,24.9,96,0,0
6/12/2009,5.4,33.3,23.3,96,2,0
6/13/2009,14.9,27.2,23,98,6,270
6/14/2009,0,31.8,23,95,4,170
6/15/2009,0,30.9,25,100,3,180
6/16/2009,29.3,31.5,22.5,96,0,210
6/17/2009,0,31.7,23,98,5,0
6/18/2009,0,29.7,23.8,96,0,230
6/19/2009,0,31.8,23.9,97,5,0
6/20/2009,3.8,31.4,22,97,3,180
6/21/2009,0,31.6,22.5,97,0,200
6/22/2009,7.5,30.7,24,98,8,0
6/23/2009,0,30.5,23.5,96,3,190
6/24/2009,25.7,32,23.8,91,3,170
6/25/2009,0,32.5,24.5,96,6,70
6/26/2009,0,31.4,24.3,96,0,170
6/27/2009,26,32,22.5,97,2,0
6/28/2009,45,28.6,22.2,96,0,270
6/29/2009,4.1,31.2,22,97,6,0
6/30/2009,2.2,28,22.7,95,6,180
7/1/2009,7.6,30.5,21.5,96,5,180
7/2/2009,0.3,30.5,23.4,94,2,200
7/3/2009,0,31,24.8,83,4,200
7/4/2009,19.8,32,22.1,76,0,170
7/5/2009,0,32.8,25,92,0,0
7/6/2009,0,31.7,23.1,84,2,0
7/7/2009,1.6,32.1,23.1,87,0,210
7/8/2009,20.6,32.5,21.6,86,0,0
7/9/2009,0,31.8,24,93,2,0
7/10/2009,0,29,23.1,88,0,180
7/11/2009,33.5,30.5,23.4,90,0,0
7/12/2009,18.7,30,23.2,81,0,0
7/13/2009,0,24.5,24.1,80,0,0
7/14/2009,29.3,30,24,93,0,0
7/15/2009,4.5,31.6,24,88,0,0
7/16/2009,2,29.9,24.9,87,0,0
7/17/2009,14.9,31.6,23.6,93,4,0
7/18/2009,2.3,32.6,24.4,88,0,250
7/19/2009,1.6,28.5,24.5,87,0,0
